File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Pattern.java,14,76,16,7,20,46,16,2,8,1,8,1,29,56,199,56,42,252,26,70,0,22,21,20,2,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\PatternTest.java,4,81,13,6,0,67,15,0,8,1,8,0,8,33,87,20,43,158,22,23,0,4,2,12,2,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Predictor.java,19,77,16,7,16,43,22,3,6,0,9,1,41,102,153,42,39,362,32,106,0,45,44,16,4,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Propagation.java,10,78,15,7,16,50,18,0,7,1,7,1,27,88,93,62,40,260,26,57,0,17,16,30,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\QuickAndDirt.java,12,78,15,7,14,50,19,0,8,1,7,1,22,84,80,60,41,273,26,69,0,19,16,44,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox.java,11,78,15,7,13,52,16,2,7,1,6,1,33,135,75,80,42,221,27,55,0,19,19,22,7,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox2.java,17,77,16,7,18,47,19,0,7,1,7,1,41,134,95,63,42,290,31,84,0,35,35,30,2,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Sandbox3.java,15,77,16,7,20,45,17,1,8,1,7,1,38,121,97,69,42,278,30,71,0,28,28,31,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\run\Setting.java,3,81,13,6,0,75,16,0,1,0,5,3,64,320,40,4,2,153,17,24,0,16,16,0,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\LocalDateAdapter.java,1,79,15,6,5,67,13,0,3,0,11,1,14,25,220,0,28,127,20,6,0,1,1,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\MapAdapter.java,5,75,17,7,21,46,16,2,8,0,6,0,20,36,181,50,45,253,35,19,0,4,4,1,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\Network.java,9,78,16,7,18,56,12,0,6,0,8,1,40,105,169,43,37,153,20,43,0,18,18,7,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkProperty.java,1,81,13,6,0,74,16,0,2,0,8,0,8,33,83,8,8,142,16,11,0,1,1,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkPropertyList.java,4,77,16,7,20,57,10,0,5,0,8,0,15,27,213,45,35,123,18,19,0,3,3,3,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkPropertyListTest.java,1,82,13,6,0,76,8,0,4,1,11,0,0,0,188,16,28,72,13,5,0,0,0,2,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\NetworkTest.java,2,81,13,6,0,74,12,0,5,1,8,0,0,0,157,35,30,108,17,13,0,0,0,3,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\Property.java,1,78,15,6,14,58,11,0,5,0,10,1,27,60,195,27,32,130,15,10,0,3,3,1,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\PropertyTest.java,2,81,13,6,0,72,12,0,6,1,9,0,0,0,128,20,33,117,20,9,0,0,0,4,1,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\SQL.java,53,75,17,8,26,23,24,10,7,2,7,1,30,84,130,94,49,755,36,273,2,82,84,203,28,Algorithmic Oriented,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\SQLTest.java,3,81,13,6,0,72,12,0,6,2,7,0,8,40,68,60,37,120,15,22,0,3,2,17,0,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\XML.java,6,78,15,7,12,62,12,1,5,0,7,0,13,33,181,36,36,136,22,29,0,4,4,1,0,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\src\utility\XMLTest.java,4,80,13,6,0,63,19,0,8,2,8,0,8,33,100,25,43,213,26,23,0,3,2,17,1,Normal,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\Default suite\Default test.html,6,72,20,8,42,33,8,2,7,1,8,0,3,7,231,88,62,173,15,25,0,2,1,6,5,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\emailable-report.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\index.html,3,80,14,6,1,61,14,0,12,5,8,0,0,0,99,73,51,154,17,18,0,0,0,26,11,Data I/O Oriented,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\jquery-1.7.1.min.js,700,69,22,9,57,9,16,4,8,1,5,0,0,0,196,174,72,1332,52,1756,1,0,1,761,615,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\classes.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\groups.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\index.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\main.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\methods-alphabetical.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\methods-not-run.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\methods.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\reporter-output.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\testng.xml.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\Default suite\toc.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\old\index.html,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,
C:\Users\Jan\Dropbox\Settings\Eclipse\QuickAndDirt\test-output\testng-reports.js,12,77,16,7,13,40,15,8,12,1,9,0,8,22,152,50,59,271,18,83,0,7,7,36,3,Algorithmic Oriented,1,* Needs more comments. 

Entire Project Totals,1006,71,20,9,44,21,17,4,8,1,6,0,11,26,170,120,61,588,40,3279,8,381,378,1391,698,Data Manipulation Oriented,23,

